Unnamed: 0,batch,assigned_cluster
mouse1_lib1.final_cell_0122,0,delta
mouse2_lib3.final_cell_0151,1,alpha
mouse1_lib2.final_cell_0149,0,beta
mouse1_lib1.final_cell_0040,0,beta
mouse2_lib2.final_cell_0180,1,alpha
mouse1_lib1.final_cell_0018,0,quiescent_stellate
mouse2_lib3.final_cell_0101,1,beta
mouse2_lib1.final_cell_0257,1,beta
mouse1_lib1.final_cell_0113,0,beta
mouse2_lib1.final_cell_0097,1,delta
mouse2_lib2.final_cell_0324,1,delta
mouse1_lib1.final_cell_0119,0,beta
mouse2_lib2.final_cell_0069,1,beta
mouse2_lib3.final_cell_0200,1,beta
mouse2_lib1.final_cell_0181,1,alpha
mouse2_lib2.final_cell_0305,1,beta
mouse2_lib2.final_cell_0213,1,endothelial
mouse2_lib1.final_cell_0136,1,beta
mouse2_lib1.final_cell_0009,1,delta
mouse2_lib2.final_cell_0285,1,alpha
mouse1_lib2.final_cell_0181,0,ductal
mouse2_lib1.final_cell_0221,1,beta
mouse1_lib3.final_cell_0196,0,beta
mouse2_lib3.final_cell_0229,1,beta
mouse1_lib3.final_cell_0221,0,ductal
mouse2_lib1.final_cell_0138,1,alpha
mouse1_lib3.final_cell_0081,0,beta
mouse2_lib1.final_cell_0089,1,beta
mouse2_lib3.final_cell_0256,1,beta
mouse1_lib2.final_cell_0252,0,beta
mouse1_lib3.final_cell_0105,0,beta
mouse1_lib1.final_cell_0071,0,beta
mouse1_lib1.final_cell_0078,0,ductal
mouse2_lib1.final_cell_0082,1,delta
mouse2_lib3.final_cell_0014,1,delta
mouse2_lib2.final_cell_0087,1,beta
mouse2_lib3.final_cell_0036,1,beta
mouse1_lib1.final_cell_0104,0,ductal
mouse2_lib2.final_cell_0070,1,delta
mouse2_lib3.final_cell_0195,1,beta
mouse2_lib1.final_cell_0092,1,alpha
mouse1_lib3.final_cell_0211,0,beta
mouse2_lib1.final_cell_0096,1,beta
mouse2_lib3.final_cell_0183,1,alpha
mouse2_lib3.final_cell_0389,1,endothelial
mouse2_lib3.final_cell_0013,1,delta
mouse2_lib3.final_cell_0162,1,beta
mouse2_lib2.final_cell_0176,1,beta
mouse2_lib2.final_cell_0297,1,beta
mouse2_lib1.final_cell_0194,1,alpha
mouse1_lib3.final_cell_0003,0,ductal
mouse1_lib2.final_cell_0166,0,beta
mouse1_lib3.final_cell_0005,0,alpha
mouse2_lib2.final_cell_0125,1,beta
mouse1_lib2.final_cell_0057,0,immune_other
mouse1_lib2.final_cell_0214,0,beta
mouse1_lib1.final_cell_0143,0,beta
mouse1_lib2.final_cell_0059,0,ductal
mouse2_lib1.final_cell_0238,1,beta
mouse1_lib3.final_cell_0144,0,delta
mouse1_lib2.final_cell_0110,0,ductal
mouse2_lib1.final_cell_0302,1,activated_stellate
mouse1_lib2.final_cell_0023,0,ductal
mouse1_lib2.final_cell_0044,0,beta
mouse1_lib3.final_cell_0173,0,delta
mouse1_lib2.final_cell_0128,0,gamma
mouse1_lib1.final_cell_0010,0,ductal
mouse1_lib3.final_cell_0245,0,delta
mouse2_lib3.final_cell_0321,1,beta
mouse1_lib3.final_cell_0024,0,delta
mouse1_lib2.final_cell_0058,0,beta
mouse1_lib1.final_cell_0171,0,beta
mouse1_lib3.final_cell_0048,0,beta
mouse1_lib1.final_cell_0005,0,delta
mouse1_lib2.final_cell_0019,0,beta
mouse2_lib2.final_cell_0269,1,endothelial
mouse2_lib1.final_cell_0207,1,beta
mouse2_lib2.final_cell_0075,1,beta
mouse2_lib3.final_cell_0223,1,beta
mouse1_lib1.final_cell_0142,0,beta
mouse1_lib1.final_cell_0186,0,beta
mouse1_lib1.final_cell_0169,0,beta
mouse2_lib3.final_cell_0281,1,delta
mouse2_lib2.final_cell_0005,1,beta
mouse2_lib3.final_cell_0019,1,beta
mouse2_lib2.final_cell_0107,1,beta
mouse2_lib3.final_cell_0231,1,beta
mouse2_lib3.final_cell_0341,1,delta
mouse1_lib2.final_cell_0273,0,beta
mouse1_lib2.final_cell_0212,0,quiescent_stellate
mouse2_lib2.final_cell_0022,1,alpha
mouse1_lib2.final_cell_0287,0,quiescent_stellate
mouse1_lib1.final_cell_0054,0,ductal
mouse2_lib3.final_cell_0374,1,beta
mouse1_lib2.final_cell_0055,0,endothelial
mouse2_lib2.final_cell_0175,1,alpha
mouse2_lib2.final_cell_0255,1,alpha
mouse2_lib2.final_cell_0135,1,alpha
mouse2_lib3.final_cell_0291,1,beta
mouse1_lib2.final_cell_0030,0,ductal
mouse1_lib1.final_cell_0233,0,endothelial
mouse1_lib2.final_cell_0070,0,beta
mouse2_lib2.final_cell_0235,1,ductal
mouse2_lib3.final_cell_0058,1,beta
mouse2_lib3.final_cell_0267,1,beta
mouse1_lib1.final_cell_0003,0,delta
mouse1_lib1.final_cell_0231,0,gamma
mouse2_lib1.final_cell_0021,1,beta
mouse1_lib3.final_cell_0191,0,beta
mouse1_lib2.final_cell_0167,0,quiescent_stellate
mouse2_lib2.final_cell_0095,1,beta
mouse1_lib3.final_cell_0147,0,beta
mouse1_lib2.final_cell_0184,0,beta
mouse2_lib2.final_cell_0114,1,beta
mouse2_lib2.final_cell_0295,1,ductal
mouse2_lib3.final_cell_0190,1,beta
mouse1_lib2.final_cell_0262,0,delta
mouse2_lib1.final_cell_0310,1,delta
mouse2_lib1.final_cell_0084,1,alpha
mouse2_lib1.final_cell_0036,1,beta
mouse1_lib1.final_cell_0229,0,beta
mouse1_lib1.final_cell_0178,0,ductal
mouse1_lib2.final_cell_0187,0,beta
mouse2_lib3.final_cell_0140,1,delta
mouse1_lib3.final_cell_0028,0,ductal
mouse1_lib3.final_cell_0129,0,beta
mouse1_lib2.final_cell_0067,0,beta
mouse2_lib3.final_cell_0081,1,delta
mouse1_lib1.final_cell_0137,0,beta
mouse2_lib1.final_cell_0190,1,beta
mouse2_lib1.final_cell_0099,1,delta
mouse1_lib2.final_cell_0075,0,beta
mouse2_lib2.final_cell_0284,1,endothelial
mouse2_lib2.final_cell_0011,1,beta
mouse1_lib2.final_cell_0240,0,delta
mouse1_lib2.final_cell_0029,0,ductal
mouse2_lib1.final_cell_0236,1,delta
mouse1_lib3.final_cell_0155,0,beta
mouse2_lib3.final_cell_0334,1,beta
mouse1_lib3.final_cell_0130,0,beta
mouse2_lib1.final_cell_0187,1,alpha
mouse1_lib3.final_cell_0035,0,ductal
mouse1_lib1.final_cell_0257,0,beta
mouse1_lib2.final_cell_0082,0,beta
mouse2_lib2.final_cell_0038,1,beta
mouse2_lib3.final_cell_0390,1,ductal
mouse1_lib3.final_cell_0226,0,beta
mouse1_lib2.final_cell_0224,0,beta
mouse2_lib3.final_cell_0274,1,activated_stellate
mouse2_lib1.final_cell_0156,1,alpha
mouse2_lib2.final_cell_0259,1,beta
mouse2_lib1.final_cell_0288,1,beta
mouse2_lib1.final_cell_0270,1,endothelial
mouse1_lib1.final_cell_0115,0,endothelial
mouse2_lib2.final_cell_0287,1,beta
mouse1_lib1.final_cell_0165,0,ductal
mouse2_lib1.final_cell_0123,1,beta
mouse2_lib3.final_cell_0258,1,beta
mouse1_lib2.final_cell_0222,0,beta
mouse2_lib2.final_cell_0283,1,beta
mouse2_lib3.final_cell_0181,1,endothelial
mouse1_lib2.final_cell_0270,0,delta
mouse2_lib1.final_cell_0043,1,beta
mouse2_lib2.final_cell_0214,1,beta
mouse1_lib3.final_cell_0025,0,ductal
mouse2_lib2.final_cell_0019,1,beta
mouse2_lib3.final_cell_0057,1,beta
mouse1_lib3.final_cell_0192,0,beta
mouse2_lib2.final_cell_0218,1,beta
mouse2_lib3.final_cell_0042,1,beta
mouse2_lib1.final_cell_0269,1,alpha
mouse2_lib1.final_cell_0227,1,beta
mouse2_lib3.final_cell_0133,1,beta
mouse1_lib3.final_cell_0160,0,beta
mouse1_lib2.final_cell_0118,0,beta
mouse2_lib3.final_cell_0307,1,quiescent_stellate
mouse2_lib2.final_cell_0346,1,delta
mouse2_lib3.final_cell_0203,1,alpha
mouse2_lib1.final_cell_0024,1,alpha
mouse2_lib1.final_cell_0196,1,alpha
mouse1_lib1.final_cell_0022,0,beta
mouse1_lib2.final_cell_0107,0,ductal
mouse2_lib1.final_cell_0183,1,beta
mouse1_lib2.final_cell_0054,0,ductal
mouse2_lib2.final_cell_0342,1,beta
mouse2_lib3.final_cell_0093,1,alpha
mouse2_lib3.final_cell_0116,1,delta
mouse2_lib2.final_cell_0261,1,delta
mouse2_lib3.final_cell_0050,1,alpha
mouse2_lib3.final_cell_0385,1,beta
mouse2_lib1.final_cell_0256,1,delta
mouse1_lib2.final_cell_0232,0,beta
mouse1_lib2.final_cell_0049,0,beta
mouse1_lib3.final_cell_0228,0,ductal
mouse2_lib1.final_cell_0204,1,gamma
mouse2_lib3.final_cell_0325,1,endothelial
mouse2_lib2.final_cell_0118,1,beta
mouse2_lib2.final_cell_0265,1,beta
mouse2_lib2.final_cell_0293,1,alpha
mouse2_lib3.final_cell_0285,1,beta
mouse2_lib3.final_cell_0003,1,beta
mouse2_lib1.final_cell_0293,1,alpha
mouse2_lib2.final_cell_0129,1,beta
mouse2_lib2.final_cell_0266,1,beta
mouse2_lib2.final_cell_0084,1,beta
mouse1_lib3.final_cell_0140,0,beta
mouse1_lib3.final_cell_0097,0,macrophage
mouse2_lib3.final_cell_0355,1,delta
mouse2_lib3.final_cell_0044,1,beta
mouse2_lib1.final_cell_0059,1,delta
mouse2_lib1.final_cell_0032,1,beta
mouse1_lib3.final_cell_0104,0,endothelial
mouse2_lib3.final_cell_0015,1,beta
mouse1_lib1.final_cell_0136,0,delta
mouse2_lib1.final_cell_0182,1,alpha
mouse2_lib2.final_cell_0006,1,beta
mouse1_lib3.final_cell_0217,0,ductal
mouse2_lib2.final_cell_0064,1,beta
mouse1_lib2.final_cell_0121,0,delta
mouse2_lib2.final_cell_0034,1,alpha
mouse2_lib1.final_cell_0228,1,beta
mouse2_lib3.final_cell_0301,1,beta
mouse1_lib3.final_cell_0133,0,delta
mouse2_lib1.final_cell_0186,1,alpha
mouse2_lib3.final_cell_0180,1,gamma
mouse2_lib1.final_cell_0232,1,macrophage
mouse1_lib2.final_cell_0261,0,alpha
mouse1_lib3.final_cell_0248,0,endothelial
mouse1_lib1.final_cell_0154,0,beta
mouse1_lib2.final_cell_0143,0,quiescent_stellate
mouse1_lib3.final_cell_0178,0,beta
mouse1_lib2.final_cell_0265,0,beta
mouse1_lib3.final_cell_0069,0,beta
mouse1_lib3.final_cell_0172,0,beta
mouse2_lib3.final_cell_0038,1,beta
mouse2_lib1.final_cell_0086,1,ductal
mouse1_lib2.final_cell_0099,0,macrophage
mouse1_lib3.final_cell_0056,0,ductal
mouse1_lib2.final_cell_0084,0,beta
mouse2_lib3.final_cell_0171,1,ductal
mouse2_lib1.final_cell_0077,1,beta
mouse1_lib1.final_cell_0201,0,ductal
mouse1_lib2.final_cell_0081,0,ductal
mouse1_lib1.final_cell_0176,0,ductal
mouse1_lib3.final_cell_0010,0,ductal
mouse1_lib3.final_cell_0054,0,endothelial
mouse2_lib1.final_cell_0275,1,beta
mouse1_lib2.final_cell_0204,0,beta
mouse2_lib2.final_cell_0041,1,gamma
mouse1_lib1.final_cell_0230,0,beta
mouse2_lib1.final_cell_0287,1,beta
mouse1_lib3.final_cell_0194,0,beta
mouse2_lib1.final_cell_0109,1,delta
mouse2_lib3.final_cell_0075,1,delta
mouse2_lib3.final_cell_0039,1,gamma
mouse2_lib1.final_cell_0262,1,delta
mouse2_lib3.final_cell_0323,1,beta
mouse1_lib2.final_cell_0012,0,ductal
mouse2_lib1.final_cell_0049,1,beta
mouse1_lib2.final_cell_0182,0,beta
mouse1_lib1.final_cell_0051,0,gamma
mouse1_lib1.final_cell_0217,0,delta
mouse1_lib3.final_cell_0253,0,endothelial
mouse2_lib2.final_cell_0191,1,delta
mouse1_lib2.final_cell_0064,0,delta
mouse2_lib1.final_cell_0091,1,delta
mouse1_lib3.final_cell_0136,0,delta
mouse2_lib3.final_cell_0167,1,beta
mouse2_lib3.final_cell_0193,1,alpha
mouse2_lib1.final_cell_0027,1,beta
mouse2_lib2.final_cell_0056,1,beta
mouse1_lib3.final_cell_0229,0,ductal
mouse1_lib2.final_cell_0010,0,schwann
mouse1_lib3.final_cell_0059,0,beta
mouse1_lib3.final_cell_0123,0,delta
mouse2_lib2.final_cell_0108,1,ductal
mouse2_lib3.final_cell_0300,1,beta
mouse1_lib3.final_cell_0134,0,ductal
mouse2_lib3.final_cell_0115,1,alpha
mouse1_lib3.final_cell_0152,0,beta
mouse1_lib2.final_cell_0127,0,ductal
mouse2_lib1.final_cell_0208,1,macrophage
mouse2_lib1.final_cell_0173,1,delta
mouse1_lib1.final_cell_0124,0,macrophage
mouse2_lib2.final_cell_0174,1,delta
mouse2_lib2.final_cell_0157,1,beta
mouse2_lib3.final_cell_0340,1,endothelial
mouse2_lib3.final_cell_0122,1,beta
mouse2_lib1.final_cell_0006,1,beta
mouse1_lib3.final_cell_0207,0,ductal
mouse2_lib3.final_cell_0378,1,delta
mouse2_lib3.final_cell_0176,1,beta
mouse2_lib1.final_cell_0218,1,beta
mouse2_lib3.final_cell_0282,1,beta
mouse2_lib1.final_cell_0213,1,endothelial
mouse1_lib2.final_cell_0164,0,alpha
mouse2_lib2.final_cell_0347,1,delta
mouse1_lib2.final_cell_0264,0,beta
mouse2_lib2.final_cell_0241,1,alpha
mouse2_lib2.final_cell_0282,1,alpha
mouse1_lib1.final_cell_0180,0,beta
mouse1_lib3.final_cell_0162,0,delta
mouse2_lib3.final_cell_0037,1,beta
mouse1_lib2.final_cell_0102,0,endothelial
mouse1_lib3.final_cell_0135,0,beta
mouse1_lib3.final_cell_0143,0,beta
mouse1_lib1.final_cell_0261,0,ductal
mouse1_lib2.final_cell_0208,0,beta
mouse2_lib3.final_cell_0084,1,beta
mouse2_lib2.final_cell_0334,1,quiescent_stellate
mouse2_lib2.final_cell_0053,1,beta
mouse2_lib2.final_cell_0195,1,alpha
mouse2_lib2.final_cell_0307,1,beta
mouse2_lib3.final_cell_0264,1,endothelial
mouse1_lib1.final_cell_0106,0,beta
mouse2_lib2.final_cell_0076,1,delta
mouse1_lib3.final_cell_0084,0,beta
mouse2_lib2.final_cell_0335,1,delta
mouse2_lib1.final_cell_0081,1,beta
mouse1_lib1.final_cell_0256,0,ductal
mouse1_lib1.final_cell_0042,0,ductal
mouse2_lib2.final_cell_0318,1,beta
mouse1_lib1.final_cell_0200,0,ductal
mouse2_lib2.final_cell_0021,1,ductal
mouse1_lib3.final_cell_0049,0,beta
mouse2_lib2.final_cell_0089,1,delta
mouse2_lib1.final_cell_0315,1,delta
mouse2_lib3.final_cell_0268,1,beta
mouse1_lib1.final_cell_0023,0,beta
mouse2_lib1.final_cell_0258,1,beta
mouse1_lib2.final_cell_0230,0,beta
mouse1_lib3.final_cell_0176,0,beta
mouse2_lib1.final_cell_0266,1,beta
mouse2_lib1.final_cell_0255,1,beta
mouse1_lib2.final_cell_0006,0,beta
mouse1_lib3.final_cell_0062,0,beta
mouse2_lib3.final_cell_0129,1,beta
mouse1_lib3.final_cell_0065,0,beta
mouse2_lib3.final_cell_0205,1,alpha
mouse2_lib3.final_cell_0259,1,endothelial
mouse1_lib1.final_cell_0224,0,beta
mouse1_lib2.final_cell_0135,0,delta
mouse1_lib2.final_cell_0145,0,beta
mouse2_lib1.final_cell_0177,1,beta
mouse2_lib1.final_cell_0071,1,alpha
mouse2_lib2.final_cell_0194,1,beta
mouse2_lib3.final_cell_0025,1,beta
mouse1_lib2.final_cell_0035,0,endothelial
mouse1_lib3.final_cell_0099,0,ductal
mouse2_lib3.final_cell_0172,1,gamma
mouse1_lib2.final_cell_0015,0,beta
mouse1_lib3.final_cell_0237,0,ductal
mouse2_lib2.final_cell_0308,1,delta
mouse2_lib2.final_cell_0144,1,beta
mouse2_lib3.final_cell_0220,1,gamma
mouse2_lib3.final_cell_0269,1,gamma
mouse1_lib1.final_cell_0189,0,gamma
mouse2_lib3.final_cell_0088,1,beta
mouse1_lib3.final_cell_0119,0,ductal
mouse1_lib1.final_cell_0001,0,beta
mouse2_lib2.final_cell_0060,1,beta
mouse1_lib2.final_cell_0196,0,beta
mouse1_lib1.final_cell_0114,0,beta
mouse1_lib2.final_cell_0269,0,activated_stellate
mouse1_lib2.final_cell_0157,0,beta
mouse1_lib1.final_cell_0059,0,ductal
mouse1_lib3.final_cell_0215,0,ductal
mouse2_lib1.final_cell_0197,1,beta
mouse1_lib2.final_cell_0131,0,beta
mouse1_lib2.final_cell_0048,0,endothelial
mouse1_lib2.final_cell_0038,0,beta
mouse1_lib1.final_cell_0109,0,beta
mouse1_lib1.final_cell_0270,0,beta
mouse1_lib2.final_cell_0032,0,beta
mouse1_lib1.final_cell_0058,0,endothelial
mouse1_lib1.final_cell_0032,0,ductal
mouse2_lib3.final_cell_0064,1,alpha
mouse1_lib2.final_cell_0080,0,beta
mouse2_lib2.final_cell_0007,1,ductal
mouse2_lib3.final_cell_0188,1,alpha
mouse2_lib2.final_cell_0204,1,activated_stellate
mouse2_lib1.final_cell_0189,1,alpha
mouse1_lib2.final_cell_0133,0,beta
mouse2_lib1.final_cell_0153,1,alpha
mouse1_lib1.final_cell_0047,0,alpha
mouse2_lib3.final_cell_0248,1,beta
mouse1_lib1.final_cell_0194,0,ductal
mouse1_lib1.final_cell_0017,0,beta
mouse2_lib2.final_cell_0153,1,beta
mouse1_lib2.final_cell_0283,0,ductal
mouse2_lib2.final_cell_0156,1,beta
mouse1_lib2.final_cell_0043,0,ductal
mouse1_lib1.final_cell_0065,0,beta
mouse2_lib3.final_cell_0212,1,delta
mouse1_lib1.final_cell_0147,0,beta
mouse2_lib2.final_cell_0149,1,beta
mouse1_lib2.final_cell_0151,0,ductal
mouse2_lib3.final_cell_0201,1,beta
mouse1_lib3.final_cell_0017,0,ductal
mouse1_lib2.final_cell_0205,0,ductal
mouse1_lib3.final_cell_0216,0,activated_stellate
mouse2_lib1.final_cell_0067,1,alpha
mouse1_lib3.final_cell_0244,0,ductal
mouse2_lib3.final_cell_0368,1,T_cell
mouse1_lib2.final_cell_0290,0,ductal
mouse1_lib2.final_cell_0254,0,beta
mouse1_lib1.final_cell_0035,0,beta
mouse1_lib2.final_cell_0069,0,endothelial
mouse1_lib1.final_cell_0075,0,beta
mouse2_lib3.final_cell_0252,1,beta
mouse2_lib2.final_cell_0014,1,beta
mouse2_lib2.final_cell_0251,1,endothelial
mouse2_lib2.final_cell_0061,1,beta
mouse1_lib2.final_cell_0286,0,ductal
mouse1_lib1.final_cell_0034,0,beta
mouse2_lib2.final_cell_0201,1,beta
mouse2_lib1.final_cell_0008,1,beta
mouse2_lib3.final_cell_0330,1,alpha
mouse2_lib3.final_cell_0008,1,beta
mouse2_lib2.final_cell_0325,1,T_cell
mouse1_lib1.final_cell_0140,0,ductal
mouse1_lib3.final_cell_0238,0,beta
mouse2_lib2.final_cell_0215,1,gamma
mouse2_lib3.final_cell_0158,1,alpha
mouse1_lib3.final_cell_0182,0,beta
mouse1_lib3.final_cell_0249,0,ductal
mouse1_lib3.final_cell_0171,0,beta
mouse1_lib2.final_cell_0185,0,beta
mouse1_lib2.final_cell_0147,0,beta
mouse2_lib1.final_cell_0147,1,beta
mouse2_lib2.final_cell_0163,1,delta
mouse2_lib3.final_cell_0250,1,alpha
mouse2_lib2.final_cell_0225,1,beta
mouse2_lib3.final_cell_0071,1,beta
mouse1_lib1.final_cell_0258,0,ductal
mouse1_lib3.final_cell_0012,0,ductal
mouse2_lib2.final_cell_0212,1,endothelial
mouse2_lib3.final_cell_0215,1,beta
mouse1_lib1.final_cell_0057,0,ductal
mouse1_lib3.final_cell_0233,0,beta
mouse2_lib2.final_cell_0128,1,beta
mouse2_lib3.final_cell_0286,1,beta
mouse2_lib3.final_cell_0125,1,delta
mouse2_lib1.final_cell_0078,1,endothelial
mouse2_lib2.final_cell_0039,1,beta
mouse1_lib3.final_cell_0210,0,beta
mouse1_lib2.final_cell_0271,0,ductal
mouse2_lib2.final_cell_0013,1,gamma
mouse2_lib1.final_cell_0057,1,beta
mouse1_lib1.final_cell_0177,0,beta
mouse1_lib2.final_cell_0021,0,ductal
mouse2_lib2.final_cell_0326,1,beta
mouse2_lib3.final_cell_0149,1,delta
mouse2_lib3.final_cell_0118,1,alpha
mouse2_lib1.final_cell_0170,1,beta
mouse1_lib2.final_cell_0045,0,ductal
mouse1_lib1.final_cell_0079,0,quiescent_stellate
mouse1_lib2.final_cell_0073,0,beta
mouse2_lib2.final_cell_0012,1,beta
mouse2_lib3.final_cell_0313,1,beta
mouse1_lib2.final_cell_0279,0,ductal
mouse2_lib3.final_cell_0135,1,beta
mouse2_lib3.final_cell_0120,1,beta
mouse1_lib2.final_cell_0124,0,endothelial
mouse2_lib1.final_cell_0051,1,beta
mouse1_lib1.final_cell_0158,0,beta
mouse2_lib1.final_cell_0121,1,beta
mouse1_lib2.final_cell_0085,0,beta
mouse1_lib1.final_cell_0139,0,alpha
mouse2_lib2.final_cell_0291,1,quiescent_stellate
mouse2_lib1.final_cell_0179,1,beta
mouse2_lib3.final_cell_0351,1,beta
mouse2_lib2.final_cell_0286,1,delta
mouse1_lib2.final_cell_0042,0,beta
mouse2_lib3.final_cell_0308,1,endothelial
